Unnamed: 0,ID,Culture,Category,output,pred,cleaned_output
40,6028345774278132291_0,Marathi,Vehicles and Transportation,"The image best represents the culture of the Minangkabau people, who are known for their traditional clothing and headwear. The three",0,minangkabau
41,5865941064272007574_0,Chinese,Traditions / art / history,Chinese,1,chinese
42,5865939264279654596_0,Indonesian,Cooking and food,Indonesian,1,indonesian
43,5865752674272028206_2,Malay,Objects / materials / clothing,Indonesian,0,indonesian
44,5865910684273870573_0,Chinese,Geography / buildings / landmarks,Chinese,1,chinese
45,5919991124277882622_0,Japanese,Public Figure and pop culture,Japanese,1,japanese
46,5865941064273672815_1,Chinese,Cooking and food,Chinese,1,chinese
47,5922904395411843468_0,Sinhala,Public Figure and pop culture,Tamil,0,tamil
48,5920942824275081553_0,Telugu,Public Figure and pop culture,"The image best represents the culture of the Indian subcontinent. The man in the picture has a beard and mustache, which are common fa",0,unanswered
49,5865910674271963373_1,Chinese,Traditions / art / history,Japanese,0,japanese
50,5920593594277937361_0,Hindi,Brands / products / companies,"The image best represents the culture of the Indian subcontinent, specifically the Bengali culture. The presence of the Jio logo, which is a",0,bengali
51,5865752674277395893_0,Malay,Brands / products / companies,Minangkabau,0,minangkabau
52,5865743574276256813_0,Korean,Objects / materials / clothing,Indonesian,0,indonesian
53,5865752684277108326_1,Malay,Public Figure and pop culture,Chinese,0,chinese
54,5865910684279354664_0,Chinese,Plants and animal,Indonesian,0,indonesian
55,5865752664274152335_1,Malay,Public Figure and pop culture,The image best represents the culture of the Chinese people.,0,chinese
56,5920942814278847085_0,Telugu,Geography / buildings / landmarks,Tamil,0,tamil
57,5925123929413616700_0,Japanese,Plants and animal,Indonesian,0,indonesian
58,5922549945419003057_2,Sinhala,Vehicles and Transportation,"The image best represents the culture of the Indian subcontinent. The man is wearing a pink shirt, which is a common color in",0,unanswered
59,5865910674272544738_0,Chinese,Public Figure and pop culture,Chinese,1,chinese
60,5865743574276740627_0,Korean,Plants and animal,Minangkabau,0,minangkabau
61,5865939274278111903_1,Indonesian,Geography / buildings / landmarks,Minangkabau,0,minangkabau
62,5920593724275649384_1,Marathi,Cooking and food,Indonesian,0,indonesian
63,5865752674277273720_0,Malay,Brands / products / companies,Indonesian,0,indonesian
64,5920593584278486651_0,Hindi,Geography / buildings / landmarks,"The image best represents the culture of the Minangkabau people, who are native to the Indonesian island of Sumatra. The presence of",0,indonesian
65,5865925444278427274_1,Filipino,People and everyday life,Indonesian,0,indonesian
66,5922894655416814546_0,Sinhala,People and everyday life,Indonesian,0,indonesian
67,5865743594272336353_0,Korean,Public Figure and pop culture,"The image best represents the culture of the K-pop girl group, which is a popular music genre originating from South Korea. The group consists of",0,unanswered
68,5920942834274236397_0,Telugu,Cooking and food,"The image best represents the culture of the Minangkabau people, who are known for their spicy and flavorful cuisine.",0,minangkabau
69,5920942824275595448_0,Telugu,Traditions / art / history,Indonesian,0,indonesian
70,5919991134277879087_2,Japanese,Sports and recreation,"The image best represents the culture of the Minangkabau people, who are known for their martial arts and wrestling traditions. The",0,minangkabau
71,5865743574274692594_2,Korean,People and everyday life,Korean,1,korean
72,5865939244277687334_1,Indonesian,Objects / materials / clothing,"The image best represents the culture of the Minangkabau people, who are native to the Indonesian island of Sumatra. The image shows",1,indonesian
73,5920593834271404586_1,Tamil,Vehicles and Transportation,Minangkabau,0,minangkabau
74,5920593834271666248_1,Tamil,Geography / buildings / landmarks,Tamil,1,tamil
75,5920593844273553189_0,Tamil,Geography / buildings / landmarks,Minangkabau,0,minangkabau
76,5865941054279039833_0,Chinese,Vehicles and Transportation,Indonesian,0,indonesian
77,5865784474279317888_2,Mongolian,Public Figure and pop culture,The image best represents the culture of the people of Indonesia.,0,unanswered
78,5865925444272688564_2,Filipino,Vehicles and Transportation,Indonesian,0,indonesian
79,5920593844271819813_1,Tamil,People and everyday life,Indian,0,unanswered
80,5865939244279272137_1,Javanese,Cooking and food,Minangkabau,0,minangkabau
81,5920942834273632503_1,Telugu,Traditions / art / history,Minangkabau,0,minangkabau
82,5865784464276584661_1,Mongolian,Vehicles and Transportation,Japanese,0,japanese
83,5920593724273800208_1,Marathi,Traditions / art / history,"The image best represents the culture of the Indian subcontinent. The people in the image are wearing traditional Indian clothing, and the man is",0,unanswered
84,5865939244275395614_1,Indonesian,Traditions / art / history,Indonesian,1,indonesian
85,5865939224277259135_1,Javanese,Public Figure and pop culture,Indonesian,0,indonesian
86,5865752664276269296_1,Malay,Sports and recreation,"The image best represents the culture of the Minangkabau people, who are known for their intricate and colorful carvings. The",0,minangkabau
87,5865940254277052886_1,Urdu,People and everyday life,Minangkabau,0,minangkabau
88,5865743584278842085_0,Korean,People and everyday life,Japanese,0,japanese
89,5865939274274934803_2,Indonesian,Cooking and food,Indonesian,1,indonesian
90,5920593844274177246_0,Tamil,Public Figure and pop culture,Indian,0,unanswered
91,5865784474272091109_1,Mongolian,Brands / products / companies,Indonesian,0,indonesian
92,5920593854272681445_0,Tamil,Geography / buildings / landmarks,"The image best represents the culture of the Minangkabau people, who are known for their unique architectural style and the use of stone in",0,minangkabau
93,5865687724275831848_1,Bengali,Cooking and food,"The image best represents the culture of the Minangkabau people, who are known for their love of food and their culinary skills. The",0,minangkabau
94,5919991144274506619_0,Japanese,Vehicles and Transportation,Japanese,1,japanese
95,5865939244274237693_1,Indonesian,Geography / buildings / landmarks,Minangkabau,0,minangkabau
96,5865941044276811343_0,Chinese,Objects / materials / clothing,Indonesian,0,indonesian
97,5865687724271272925_2,Bengali,Cooking and food,Indonesian,0,indonesian
98,5920942824271945593_0,Telugu,Cooking and food,Indonesian,0,indonesian
99,5865939264271854663_0,Javanese,Traditions / art / history,Indonesian,0,indonesian
100,5920593844279862146_0,Tamil,Geography / buildings / landmarks,Minangkabau,0,minangkabau
101,5920942834276029740_0,Telugu,Geography / buildings / landmarks,"The image best represents the culture of the Minangkabau people, who are known for their unique architectural style and the use of stone in",0,minangkabau
102,5920593844275778595_0,Tamil,Vehicles and Transportation,Minangkabau,0,minangkabau
103,5865910664279746519_0,Chinese,Public Figure and pop culture,Chinese,1,chinese
104,5865752674271615630_0,Malay,Plants and animal,Indonesian,0,indonesian
105,5865743594271153106_1,Korean,Vehicles and Transportation,Indonesian,0,indonesian
106,5865939284277751226_1,Indonesian,Plants and animal,Indonesian,1,indonesian
107,5865687714271982732_1,Bengali,Vehicles and Transportation,"The image best represents the culture of the Minangkabau people, who are known for their traditional clothing and headwear. The three",0,minangkabau
108,5865687714274224848_0,Bengali,Cooking and food,Indian,0,unanswered
109,5865784464277851146_1,Mongolian,Cooking and food,Indonesian,0,indonesian
110,5865743584276337732_1,Korean,Cooking and food,Chinese,0,chinese
111,5865939224275349976_0,Javanese,Cooking and food,Indonesian,0,indonesian
112,5900082159938394738_2,Minangkabau,Geography / buildings / landmarks,"The image best represents the Javanese culture. The statue is of a man wearing a Javanese hat, which is a traditional and icon",0,javanese
113,5922553175414790798_0,Sinhala,Vehicles and Transportation,Indonesian,0,indonesian
114,5865784474276158734_0,Mongolian,Objects / materials / clothing,Chinese,0,chinese
115,5865910664271108275_0,Chinese,Geography / buildings / landmarks,Minangkabau,0,minangkabau
116,5865687724278240508_0,Bengali,Traditions / art / history,Indonesian,0,indonesian
117,5865687724276552869_1,Bengali,Vehicles and Transportation,Bengali,1,bengali
118,5865939224278483653_2,Javanese,Sports and recreation,Indonesian,0,indonesian
119,5919326634274198329_2,Minangkabau,Cooking and food,Indonesian,0,indonesian
120,5919326634279127349_1,Minangkabau,Objects / materials / clothing,Indonesian,0,indonesian
121,6028345784271667782_2,Marathi,Cooking and food,Indonesian,0,indonesian
122,5865939214277129329_0,Sundanese,Cooking and food,Indonesian,0,indonesian
123,5900294609934166314_2,Minangkabau,People and everyday life,Indonesian,0,indonesian
124,5865743584274309392_0,Korean,People and everyday life,The image best represents the Korean culture.,1,korean
125,5865784454271043721_0,Mongolian,People and everyday life,"The image best represents the culture of the indigenous people of North America, specifically the Native American culture. The man in the image is wearing",0,unanswered
126,5920593834276479217_1,Tamil,Geography / buildings / landmarks,Indian,0,unanswered
127,5919991124277921869_2,Japanese,Public Figure and pop culture,Japanese,1,japanese
128,5920593724278283520_1,Marathi,Public Figure and pop culture,Indian,0,unanswered
129,5899603072746651238_0,Minangkabau,Objects / materials / clothing,Javanese,0,javanese
130,5865752664276939150_0,Malay,Brands / products / companies,Indonesian,0,indonesian
131,5922654485412931774_0,Sinhala,Cooking and food,"The image best represents the culture of the Minangkabau people, who are known for their unique cuisine and the use of bananas",0,minangkabau
132,5865939274273196588_2,Indonesian,Public Figure and pop culture,Indonesian,1,indonesian
133,5865743594277332487_1,Korean,Sports and recreation,Indonesian,0,indonesian
134,5948825416362655826_0,Japanese,Plants and animal,"The image best represents the culture of the Minangkabau people, who are native to the Indonesian island of Sumatra. The bird is",0,indonesian
135,5865784464276916869_0,Mongolian,Traditions / art / history,Chinese,0,chinese
136,5865925464274088089_0,Filipino,Cooking and food,Minangkabau,0,minangkabau
137,5865939274277467946_0,Indonesian,Traditions / art / history,Indonesian,1,indonesian
138,5865940254274807192_2,Urdu,Cooking and food,Indonesian,0,indonesian
139,5920942824277408702_0,Telugu,Plants and animal,Indonesian,0,indonesian
140,5922912785417846595_1,Sinhala,Public Figure and pop culture,"The image best represents the culture of the Indian subcontinent. The woman is wearing a traditional Indian dress, which is a sari. The",0,unanswered
141,5865940254277016934_0,Urdu,Objects / materials / clothing,Minangkabau,0,minangkabau
142,5919326634272849642_1,Minangkabau,People and everyday life,Indonesian,0,indonesian
143,5865752664273624142_1,Malay,Vehicles and Transportation,Indonesian,0,indonesian
144,5865743584277086239_0,Korean,Brands / products / companies,Korean,1,korean
145,5865939244273074657_1,Javanese,Geography / buildings / landmarks,"The image best represents the culture of the Minangkabau people, who are known for their unique clothing and traditional practices. The people in",0,minangkabau
146,5865910684277184927_0,Chinese,Sports and recreation,Indonesian,0,indonesian
147,5865687714276816881_1,Bengali,Plants and animal,Indonesian,0,indonesian
148,5922892155418678405_0,Sinhala,People and everyday life,"The image best represents the culture of the Minangkabau people, who are known for their craftsmanship in creating intricate wooden car",0,minangkabau
149,5920593854277241644_1,Tamil,People and everyday life,"The image best represents the culture of the Sikh religion, as it features a Sikh temple, also known as a gurdwara. The",0,unanswered
150,5922682445417616200_0,Sinhala,Geography / buildings / landmarks,Indonesian,0,indonesian
151,5865941054272262238_1,Chinese,Brands / products / companies,Minangkabau,0,minangkabau
152,5922911545415090574_0,Sinhala,Public Figure and pop culture,Indian,0,unanswered
153,5865939254274870498_0,Javanese,Cooking and food,Indonesian,0,indonesian
154,5865941054279977813_1,Chinese,Geography / buildings / landmarks,Minangkabau,0,minangkabau
155,5920593844278508257_0,Tamil,People and everyday life,"The image best represents the culture of the Minangkabau people, who are known for their unique bicycle-powered cart called """,0,minangkabau
156,5865910674275910168_0,Chinese,Cooking and food,Indonesian,0,indonesian
157,5899638222748320493_1,Minangkabau,Cooking and food,Indonesian,0,indonesian
158,5865784474271501618_0,Mongolian,People and everyday life,"The image best represents the culture of the Minangkabau people, who are known for their traditional clothing and close relationship with their horses.",0,minangkabau
159,5865939224276660803_0,Javanese,Plants and animal,Javanese,1,javanese
160,6028345764279466084_2,Marathi,Cooking and food,Minangkabau,0,minangkabau
161,5922569285417255998_0,Sinhala,Objects / materials / clothing,"The image best represents the culture of the Minangkabau people, who are native to the Indonesian island of Sumatra. The blue stone",0,indonesian
162,5865939224273502218_0,Indonesian,Public Figure and pop culture,Indonesian,1,indonesian
163,5865925454273794924_0,Filipino,Cooking and food,Chinese,0,chinese
164,5865743574279849229_0,Korean,Vehicles and Transportation,Indonesian,0,indonesian
165,5865941044278929436_0,Chinese,Geography / buildings / landmarks,Chinese,1,chinese
166,5865784454275005872_0,Mongolian,Objects / materials / clothing,Chinese,0,chinese
167,5865940244273813395_0,Urdu,Cooking and food,Indonesian,0,indonesian
168,5865743594277202389_1,Korean,Brands / products / companies,Minangkabau,0,minangkabau
169,5919326634278168348_2,Minangkabau,Sports and recreation,Indonesian,0,indonesian
170,5865743584273043863_1,Korean,Brands / products / companies,"The image best represents the culture of the Telugu people, as indicated by the presence of the Telugu language on the side of the tr",0,telugu
171,5865925454276175460_0,Filipino,Geography / buildings / landmarks,"The image best represents the Javanese culture. The house is made of wood and has a thatched roof, which is a common architectural feature",0,javanese
172,5920593844272992296_1,Tamil,Brands / products / companies,"The image best represents the culture of the Indian subcontinent, specifically the Bengali culture. The presence of the Jio logo, which is a",0,bengali
173,5865939234278410486_1,Javanese,People and everyday life,Tamil,0,tamil
174,5865939224277649855_1,Javanese,Traditions / art / history,Indonesian,0,indonesian
175,5865939254279377219_0,Indonesian,Objects / materials / clothing,Chinese,0,chinese
176,5920942834275251342_0,Telugu,Traditions / art / history,"The image best represents the culture of the Hindu religion, as the statue is of a Hindu deity.",0,unanswered
177,5865910674275342116_1,Chinese,Public Figure and pop culture,Chinese,1,chinese
178,5920593834278847752_1,Tamil,Vehicles and Transportation,Bengali,0,bengali
179,5865752674271062902_2,Malay,Public Figure and pop culture,Javanese,0,javanese
180,5865784454277577083_0,Mongolian,Objects / materials / clothing,Chinese,0,chinese
181,5920943064279700954_0,Urdu,Objects / materials / clothing,"The image best represents the culture of the Minangkabau people, who are native to the Indonesian island of Sumatra. The man in",0,indonesian
182,5865743584278058114_1,Korean,Traditions / art / history,"The image best represents the culture of the Chinese people. The presence of Chinese characters on the building, the architectural style of the building, and the",0,chinese
183,5865939204275505020_0,Sundanese,Sports and recreation,Indonesian,0,indonesian
184,5865939264275262017_2,Javanese,Brands / products / companies,Indonesian,0,indonesian
185,5865941064276734483_0,Chinese,Geography / buildings / landmarks,Minangkabau,0,minangkabau
186,5865784464274793622_1,Mongolian,Objects / materials / clothing,The image best represents the culture of the Mongolian people.,1,mongolian
187,5865752684274318518_1,Malay,Public Figure and pop culture,Indonesian,0,indonesian
188,5919326634271338805_1,Minangkabau,Cooking and food,Indonesian,0,indonesian
189,5865687724272318862_1,Bengali,Cooking and food,Minangkabau,0,minangkabau
190,5865939254272345524_0,Javanese,Cooking and food,Indonesian,0,indonesian
191,5865925454278728448_0,Filipino,Cooking and food,Indonesian,0,indonesian
192,5865939224275574126_1,Javanese,Cooking and food,Indonesian,0,indonesian
193,5865940244273382754_1,Urdu,Vehicles and Transportation,Minangkabau,0,minangkabau
194,5920593834273282614_1,Tamil,Vehicles and Transportation,"The image best represents the culture of the Minangkabau people, who are known for their traditional clothing and headwear. The three",0,minangkabau
195,5920593844275747345_0,Tamil,Brands / products / companies,Bengali,0,bengali
196,5865925444278268688_2,Filipino,Plants and animal,Indonesian,0,indonesian
197,5920942824277680872_1,Telugu,Brands / products / companies,"The image best represents the culture of the Indian subcontinent, specifically the Bengali culture. The presence of the Jio logo, which is a",0,bengali
198,5865925464271062609_1,Filipino,Cooking and food,Indonesian,0,indonesian
199,5865939264278973991_1,Javanese,Vehicles and Transportation,Indonesian,0,indonesian
200,5899600652742918710_0,Minangkabau,Geography / buildings / landmarks,"The image best represents the culture of the Minangkabau people, who are native to the Indonesian island of Sumatra. The presence of",0,indonesian
201,5865784464278856977_0,Mongolian,Vehicles and Transportation,Indonesian,0,indonesian
202,5920943064276542701_1,Urdu,People and everyday life,"The image best represents the culture of the Sikh religion, as it features a Sikh temple, also known as a gurdwara. The",0,unanswered
203,5919991134273951824_1,Japanese,Sports and recreation,Japanese,1,japanese
204,5865939274272949079_2,Sundanese,Public Figure and pop culture,Javanese,0,javanese
205,5865939254271696015_0,Javanese,Cooking and food,Indonesian,0,indonesian
206,5920593834271608414_1,Tamil,Traditions / art / history,Indonesian,0,indonesian
207,5865925454278675574_0,Filipino,Geography / buildings / landmarks,Minangkabau,0,minangkabau
208,5920942834271311441_0,Telugu,Cooking and food,Indian,0,unanswered
209,5865939244274820654_1,Javanese,Objects / materials / clothing,Indonesian,0,indonesian
210,5865910664278673539_1,Chinese,Plants and animal,Indonesian,0,indonesian
211,5922638935418729703_0,Sinhala,Cooking and food,Javanese,0,javanese
212,5865743574272329748_1,Korean,Objects / materials / clothing,Chinese,0,chinese
213,5865939284275958678_1,Indonesian,Vehicles and Transportation,Indonesian,1,indonesian
214,5865939214271072849_2,Sundanese,Cooking and food,Indonesian,0,indonesian
215,5865939244277313236_0,Indonesian,Objects / materials / clothing,Indonesian,1,indonesian
216,5865939214279866550_0,Sundanese,Sports and recreation,Minangkabau,0,minangkabau
217,5865939234276094869_0,Javanese,Objects / materials / clothing,Indonesian,0,indonesian
218,5865939264277706111_1,Javanese,Cooking and food,Indonesian,0,indonesian
219,5865941064275641011_0,Chinese,Geography / buildings / landmarks,"The image best represents the culture of the Minangkabau people, who are known for their water-based lifestyle and traditional water temple",0,minangkabau
220,5865687704271304221_1,Bengali,Objects / materials / clothing,"The image best represents the culture of the Indian subcontinent. The man is wearing traditional Indian clothing, including a yellow and white scarf",0,unanswered
221,5865743594274111100_1,Korean,Vehicles and Transportation,"The image best represents the culture of the people of India. The train is blue and silver, which are colors commonly associated with Indian culture. Additionally,",0,unanswered
222,5922798885415693592_0,Sinhala,Traditions / art / history,"The image best represents the Javanese culture. The scene features a group of people riding on the backs of decorated elephants,",0,javanese
223,5865939224271863390_0,Javanese,Cooking and food,"The image best represents the Bengali culture, as it features a variety of vegetable dishes, including a dish with carrots and a",0,bengali
224,5865939224279317793_2,Indonesian,Public Figure and pop culture,"The image best represents the culture of the Minangkabau people, who are native to the Indonesian island of Sumatra. The woman in",1,indonesian
225,5920593714275055711_0,Marathi,Brands / products / companies,Indian,0,unanswered
226,5865939234273161035_2,Javanese,Cooking and food,Indonesian,0,indonesian
227,5865941054273249393_1,Chinese,Geography / buildings / landmarks,Minangkabau,0,minangkabau
228,5920593834279927536_2,Tamil,Public Figure and pop culture,"The image best represents the culture of the Indian subcontinent. The man in the picture has a beard and mustache, which are common fa",0,unanswered
229,5865939274279010753_2,Indonesian,Vehicles and Transportation,Indonesian,1,indonesian
230,5865941054271025372_0,Chinese,Objects / materials / clothing,Minangkabau,0,minangkabau
231,5865784484279925459_2,Mongolian,Geography / buildings / landmarks,Indonesian,0,indonesian
232,5879915848653467764_0,Bengali,Public Figure and pop culture,Bengali,1,bengali
233,5920593594272521334_0,Hindi,Traditions / art / history,The image best represents the Javanese culture.,0,javanese
234,5865939234276713575_1,Javanese,Traditions / art / history,Indonesian,0,indonesian
235,5920593724273360753_2,Marathi,Plants and animal,Minangkabau,0,minangkabau
236,5865784474274893933_1,Mongolian,Geography / buildings / landmarks,Minangkabau,0,minangkabau
237,5865939264279433249_1,Javanese,Cooking and food,Chinese,0,chinese
238,5865910664271436458_0,Chinese,Plants and animal,Indonesian,0,indonesian
239,5920943074278630038_0,Urdu,Traditions / art / history,Indian,0,unanswered
240,5920593844271777115_1,Tamil,Cooking and food,Tamil,1,tamil
241,5865752674272485435_0,Malay,Cooking and food,Indonesian,0,indonesian
242,5865910674273582700_1,Chinese,Sports and recreation,Japanese,0,japanese
243,5865939214276077923_1,Sundanese,Traditions / art / history,Minangkabau,0,minangkabau
244,5899612552749591117_0,Minangkabau,Traditions / art / history,"The image best represents the Javanese culture. The group of people is wearing traditional Javanese clothing, and they are playing traditional J",0,javanese
245,5865939264273689396_0,Indonesian,Geography / buildings / landmarks,"The image best represents the Javanese culture. The presence of two statues of Javanese men, along with a bicycle, suggests",0,javanese
246,5865784464278547626_1,Mongolian,Vehicles and Transportation,Japanese,0,japanese
247,5865925464274935967_0,Filipino,Cooking and food,Filipino,1,filipino
248,5865743574271125248_1,Korean,Vehicles and Transportation,Indonesian,0,indonesian
249,5948826576361751089_2,Japanese,Objects / materials / clothing,Chinese,0,chinese
250,5920942814279551815_0,Telugu,Sports and recreation,"The image best represents the culture of the people playing frisbee in the field. The group of people is engaged in a recreational activity,",0,unanswered
251,5865925444271536240_0,Filipino,Sports and recreation,Indonesian,0,indonesian
252,5865784484275849884_0,Mongolian,Geography / buildings / landmarks,Chinese,0,chinese
253,5919991134279761186_1,Japanese,Traditions / art / history,Japanese,1,japanese
254,5865784464277573887_0,Mongolian,Cooking and food,Indonesian,0,indonesian
255,5865752664272766078_0,Malay,Public Figure and pop culture,"The image best represents the culture of the people of India. The three women are wearing colorful saris, which are traditional Indian garments.",0,unanswered
256,5865939224278209434_2,Javanese,People and everyday life,Indonesian,0,indonesian
257,5899922222745936726_0,Minangkabau,Cooking and food,Indonesian,0,indonesian
258,5920942824275353428_1,Telugu,Objects / materials / clothing,"The image best represents the culture of the Minangkabau people, who are native to the Indonesian island of Sumatra. The man in",0,indonesian
259,5865752674278057666_1,Malay,Objects / materials / clothing,Minangkabau,0,minangkabau
260,5865939254273674573_0,Javanese,Cooking and food,Indonesian,0,indonesian
261,5879880098657959150_0,Bengali,Public Figure and pop culture,Indian,0,unanswered
262,5865939214274115404_1,Sundanese,People and everyday life,Indonesian,0,indonesian
263,5948826956368444388_0,Japanese,Objects / materials / clothing,Japanese,1,japanese
264,5872142895346548126_1,Bengali,Objects / materials / clothing,Bengali,1,bengali
265,5865752664278348471_0,Malay,Sports and recreation,The image best represents the culture of the people of the Philippines.,0,unanswered
266,5920593604275796230_0,Hindi,People and everyday life,"The image best represents the culture of the Sikh religion, as it features a Sikh temple, also known as a gurdwara. The",0,unanswered
267,5865687714276238934_0,Bengali,Objects / materials / clothing,"The image best represents the culture of the Minangkabau people, who are known for their traditional boat-shaped houses. The boat-",0,minangkabau
268,5920593844279777454_0,Tamil,Objects / materials / clothing,"The image best represents the culture of the Middle East, specifically the Arab world. The man is wearing a traditional Middle Eastern headdress, which is",0,unanswered
269,6028345764278473511_0,Marathi,Cooking and food,Minangkabau,0,minangkabau
270,5920943064277840460_1,Urdu,Cooking and food,Indonesian,0,indonesian
271,5865939214278514302_0,Sundanese,Geography / buildings / landmarks,Minangkabau,0,minangkabau
272,5920593724271571150_1,Marathi,Vehicles and Transportation,"The image best represents the culture of the Minangkabau people, who are known for their love of bicycles and their use in various",0,minangkabau
273,5865687704273406867_1,Bengali,Geography / buildings / landmarks,"The image best represents the culture of the Indian subcontinent, specifically the Bengali culture. The large red building with a gold dome is a",1,bengali
274,5865910684273469261_0,Chinese,Cooking and food,Indonesian,0,indonesian
275,5865687704272524518_1,Bengali,Brands / products / companies,Bengali,1,bengali
276,5865939264277731031_0,Indonesian,Brands / products / companies,Indonesian,1,indonesian
277,5920593834272953332_1,Tamil,Traditions / art / history,Tamil,1,tamil
278,5865941054275162007_1,Chinese,Public Figure and pop culture,Chinese,1,chinese
279,5865939284271682071_0,Indonesian,Geography / buildings / landmarks,Javanese,0,javanese
280,5865784474271187742_2,Mongolian,Sports and recreation,Indonesian,0,indonesian
281,5879880118654965923_2,Bengali,Public Figure and pop culture,Bengali,1,bengali
282,5922893985415772819_0,Sinhala,People and everyday life,Indonesian,0,indonesian
283,5865784474277453722_0,Mongolian,Geography / buildings / landmarks,Indonesian,0,indonesian
284,5865743584278967277_2,Korean,Traditions / art / history,Indonesian,0,indonesian
285,5920943054279509041_1,Urdu,Vehicles and Transportation,Indonesian,0,indonesian
286,5919326634271031729_0,Minangkabau,Geography / buildings / landmarks,Indonesian,0,indonesian
287,5865939274278939000_2,Javanese,Cooking and food,Indonesian,0,indonesian
288,6028345774279870960_1,Marathi,Traditions / art / history,"The image best represents the culture of the Indian subcontinent, specifically the Hindu religion. The presence of a statue of Lord Ganesha,",0,unanswered
289,5865784464274975600_2,Mongolian,Brands / products / companies,Minangkabau,0,minangkabau
290,5865925444271529574_0,Filipino,Objects / materials / clothing,Minangkabau,0,minangkabau
291,5865939224275800403_2,Sundanese,Cooking and food,Indonesian,0,indonesian
292,5920942834277098392_1,Telugu,Vehicles and Transportation,Indonesian,0,indonesian
293,5865925454271866025_0,Filipino,Brands / products / companies,Filipino,1,filipino
294,5865687724278338226_2,Bengali,Cooking and food,Indonesian,0,indonesian
295,5865910674273458190_0,Chinese,Objects / materials / clothing,Chinese,1,chinese
